,Text,Sentiment,label_val,panjang_text
5286,indosat hobi nya bikin marah,negative,0,47
5287,makan unik bergaya zaman makanan standar pelayanan nya bagus ramah,positive,2,107
5288,parah beres cina,negative,0,40
5289,keturunan gayo bekas ludah anjing malu tanah bersyukur,negative,0,143
5290,ahoker pecundang cebong sekolam koar koar cabul cabul asli mesum total ketangkap basah mengakui nya diduga niat way sungkem,negative,0,205
5291,baca manifesto calon bosan,negative,0,69
5292,restoran kampung daun berlokasi daerah lembang berhawa sejuk restoran restoran suasana alami romantis makan nya saung saung sungai cita makanan nya porsi makanan nya harga nya lumayan mahal,positive,2,356
5293,penulis penulis gpu berminat gerakan 4b redaksi gpu tanggal 25 maret 2018,neutral,1,115
5294,segi lokasi strategis seberang jalan raya nya menu bervariasi menu cenderung mi mi roti kopi pesan menu indomie saos telur asin kuah direbus ice jeruk sajian penutup vanilla treasure segi lumayan enak,positive,2,360
5295,harga mahal enak pilihan makanan khas bandung nya susah parkir meja kursi seadanya makan,positive,2,198
5296,restoran indonesia bertempat lembah sersan bajuri menyajikan hidangan khas sunda mayoritas menu asri sungai menambah suasana alam jalanan pasar tempo,positive,2,233
5297,biar kekinian penasaran alasan utama mampir lawang wangi dago jalan sempit rusak lokasi lawang wangi kafe resto pengunjung ramai menu pilih pizza ukuran 8 potong enak renyah pizza nya,positive,2,299
5298,konsep mi keju menumpuk mangkok booming kafe salah pencetus nya seminggu mampir kampus keju nya bikin eneng ketagihan,positive,2,232
5299,mampir udara nya dingin menyengat restoran nya lantai tanah nya luas udara nya dingin model makanan nya makanan barat indonesia italian cina makanan steak malam minggu lumayan seramai v bus rombongan prancis parkiran luas mudah,positive,2,381
5300,menyesal beli ku ro ku ro enak banget murah,positive,2,92
5301,oh dipecat menteri kjp kip mengajarkan rakyat rakus anies,negative,0,108
5302,harga murah murahan rekomendasi steak tenderloin enak 45 ribu coba menu steak medallion nya lada garam nya kerja bagus kafe,positive,2,161
5303,diperiksa saksi e kartu tanda penduduk kapasitas mantan ketua badan anggaran dewan perwakilan rakyat ri olly dondokambey berjanji memenuhi panggilan komisi pemberantasan korupsi,neutral,1,152
5304,betina pelacur hancur nama nya iriani mamak sih gibran kaesang isteri presiden jokowidodo anggota partai komunis indonesia,negative,0,132
5305,jokowi sukses rakyat nya percaya kepemimpinan nya,positive,2,64
5306,silakan ku njungi kedai kemarin cari handphone advan xiaomi redmi 4a nokia 150,neutral,1,99
5307,suka pizza rucola spaghetti scoglio nya hem enak pokok nya enak teh terbaik makanan italia restoran,positive,2,143
5308,pelaksanaan tes skd dipaksakan minimal ditunda gara gara jaringan komputer kasihan lokasi ujian euy buang tenaga nya mengubah psikologi,negative,0,220
5309,menikmati sajian musisi bandung nya dengarkan lagu musik klasik cadas makanan steak nya standar disarankan beli minum nikmati permainan musik nya,positive,2,225
5310,makmur,negative,0,12
5311,lokasi nya kampus institut teknologi bandung mencoba spagheti aglio oli nya oke minuman nya beragam teh kopi jus,positive,2,137
5312,marah indosat lemah otak,negative,0,42
5313,kepala kepolisian resor jakarta timur kombes pol tony surya putra sih mah dampingi gubernur daerah khusus ibukota jakarta anies baswedan rangka kunjungan pos pengamanan ops lilin jaya 2017 gereja st antonius otista jatinegara minggu malam,neutral,1,233
5314,senang aplikasi gojek memudahkan aktivitas,positive,2,69
5315,terbaik,negative,0,13
5316,penggemar halal halal bosan makanan halal niee siniii makanan nya enak banget bumbu nya mantap,positive,2,143
5317,nama nya otak udang bego idiot dengki etika mahasiswa wawasan otak nya tercemar partai keadilan sejahtera malu oi,negative,0,140
5318,mi ceker nya komplet lumayan pricey jus nya enak enak blueberry stroberi leci enak banget makanan makanan ringan nya std bermain anak anak,positive,2,188
5319,sayang,negative,0,12
5320,pagi melelahkan diam,negative,0,44
5321,mencoba ramen 38 trans studio mal bandung makan siang antrean pelayanan cepat soboro tamago coba nasi daging cincang sapi telur dadar orak arik nya masakan rumah,positive,2,275
5322,pencinta bakso wajib banget mampir warung bakso kekinian banget varian sajian bakso ditawarkan bakso kuah mi bakso nasi bakso pokok nya komplit juara nya bakso keju bakso goreng es durian kesepian nya mantap pokok nya,positive,2,334
5323,restoran ku njungi suasana nya tempo menghadirkan cita klasik berkualitas pribadi suka sajian sandwich nya disajikan potongan kentang goreng potongan tebal sesuai preferensi porsi dibagi 2 orang harga dibilang murah kualitas layanan sepadan,positive,2,441
5324,minum kopi kopi nya suasa nya enak desain sop unik modern,positive,2,119
5325,rapat hotel sensa memesan batagor riri aplikasi gofood gojek pesanan paket batagor siomay pack plastik vakum harga tertera aplikasi gojek gojek pajak 10,positive,2,288
5326,cocok keluarga restoran opsi kafe seputaran jalan progo giggle box pilihan jam buka malam dibanding kafe nya,positive,2,209
5327,beruntung memiliki presiden kesempatan mempromosikan industri otomotif,positive,2,114
5328,harga membohongi harga makanan minuman mahal sesuai,neutral,1,134
5329,urusan prabowo gue gue rakyat mengkritik kebijakan jokoblok pencitraan prestasi nol,negative,0,130
5330,nya terpencil susah mencari nya untung nya petunjuk pas pasar lembang nya asyik banget bersantai udara nya sejuk makanan nya lumayan enak eropa makanan,positive,2,201
5331,heran pendukung ahok orang waras caci maki puji ingkar janji nya prestasilah santun rakyat dibulan ananda sukarlan keracunan pantat cina,negative,0,231
5332,toko nya ramai harga kue relatif murah pilihan dipesan pengambilan pesan besok pagi nya ambil enak,positive,2,247
5333,nya enak deh serius makanan nya murah murah nya coy mantap banget haha kerupuk banjur coba deh nasi tutug oncom nya enak banget rekomendasi banget deh,positive,2,199
5334,lokasi nya terletak pusat kota bandung universitas menjadikan ramai malam pekan akses wi fi dilengkapi menonton bareng menonton bareng sepak bola menjadikan betah nongkrong nasi marah susu cokelat nya mantap waroeng bandoeng buka,positive,2,381
5335,soto zaman restoran ramai dikunjungi orang tersedia soto bandung soto kuning,positive,2,154
5336,gerindra mengakui kemenangan ridwan kamil,neutral,1,62
5337,nongkrong romantis keren kota bandung cocok pasangan keluarga lupa pakai baju hangat syal malam duduk nya makanan nya enak nya indoor terkena udara malam,positive,2,296
5338,pengalaman anak anak makan siang sawah makanan nya enak trutam ayam bakar nya pedas bumbu ayam meresap tulang plus ayam nya empuk banget anak umur nya 1th10 habis 3 potong pelayanan nya cepat nasi nya hangat keras lembek harga nya masuk akal keren,positive,2,410
5339,suasana makan saung pohon pohon hijau rindang nya pekan lubur ramai antre nya malam suasana nya romantis dingin penerangan lampu obor makanan lumayan enak,positive,2,246
5340,makan mc duduk enak enjoy kenangan nya suka mc ip nama nya,positive,2,175
5341,pelayanan nya memuaskan makanan nya sesuai harga nya mbak dela melayani ramah membawa desa,positive,2,156
5342,jenuh banget,negative,0,26
5343,subscriber netmediatama 1 juta pilih subscriber beruntung sehari crew net,neutral,1,106
5344,steak nya enak harga nya terjangkau sayang nya interior restoran kusam penerangan nya gelap,positive,2,141
5345,sopan,positive,2,5
5346,menu beraneka ragam menu andalan nya lidah sapi bakar makanan standar harga,positive,2,131
5347,enak berdiam makanan enak rapi nyaman bersih kafe nya pilihan makanan,positive,2,113
5348,order dijamin menyesal masker nya wangi nya enak nya pakai,positive,2,100
5349,makanan nya enak pelayan nya ramah makan nya pendopo pendopo gegoleran makan makan sawah danau buatan menyenangkan,positive,2,183
5350,selamat sore minimal,neutral,1,22
5351,stres baca jenuh eja persatu,negative,0,39
5352,sushi boson letak nya factory outlet halaman nya menu nya kebanyakan sushi ramen harga nya sih lumayan mahal 20 30 ribu porsi nya sushi nya lumayan enak istimewa sushi sushi boson lumayan makan sushi mahal,positive,2,374
5353,enak bersantai cuaca panas udara sejuk pemandangan bagus bermain anak disukai anak makanan enak harga terjangkau tersedia musala layak sukai definitely worth visiting,positive,2,321
5354,duo red bull mendominasi latihan bebas f1 gp singapura,neutral,1,62
5355,memesan steak daging nya matang kentang nya enak mencoba kue milkshake,negative,0,132
5356,orang papua diperlakukan berbeda berbeda kulit hitam pakai koteka,negative,0,135
5357,braga permai restoran primadona jalan braga suasana juara suasana zaman nya bandung zaman kolonialisme sisi sisi sisi merokok non merokok menyarankan duduk sisi merokok tercium,positive,2,394
5358,bahagia,negative,0,13
5359,sesuai rekomendasi mencoba shinmen ramen spesial cocok lidah,negative,0,124
5360,nya romantis nyaman enak santai keluarga teman makanan nya enak aapertizer dessert nya,positive,2,160
5361,menyajikan masakan sunda mantap banget makanan timur top mesti mencoba ayam mengumpet deh,positive,2,130
5362,makan keluarga rumah dijadikan restoran mi naripan terkenal harga nya masuk akal pelayanan buruk ramah harga semangkuk mi nasi tim mahal berbeda menu harga nya murah enak,positive,2,296
5363,menu ampera suka sayur asam enak segar segar warung nasi ditemukan cabang nya ramai ramai kadang meja kayu area lesehan cenderung kotor,positive,2,293
5364,islam arti nyai induk babi si sengsara seumur hidup l gila anak anjing manusia miskin arti islam ketahui orang bodoh,negative,0,239
5365,habib rizieq pengecut,negative,0,30
5366,kadang pikir perempuan gym mas mas om om modus risih nyaman,negative,0,118
5367,suka kepemimpinan sayang semoga sehat,positive,2,67
5368,orang cina makanan enak bandung pesan enak interior nya zaman banget model meja kursi nya zaman hiasan tembok zaman,positive,2,231
5369,maxi si restoran bandung utara nya bagus adem teman pertemuan situ pakai room soup buntut bakar nya enaklah,positive,2,166
5370,pelaku lgbt hukuman nya cambuk rajam hudud keras rajam,negative,0,93
5371,makanan orang cina enak bandung cingkong kepiting super angsio haisom soun goreng hongtomie juanlo menu nya lengkap pesan,positive,2,197
5372,tertarik,negative,0,14
5373,makanan nya harga premium pemandangan nya indah hitung hitung sih rugi makan pemandangan,positive,2,138
5374,setahun berkunjung bandung rangka liburan keluarga rombongan 10 orang anak anak balita kendala mencari santapan makan malam restoran menampung 10 orang 1 meja kondisi makan makan keluarga putuskan mencoba restoran salah pilih nya nyaman makanan nya menjanjikan,positive,2,477
5375,restoran meja makan sawah nama nya saung seakan desa makanan nya menu sehari nasi nya bungkus daun pisang ayam nya ayam kecap nya enak,positive,2,201
5376,makan memilih duduk kursi sofa ruangan berkunjung malam live musik pengunjung menyumbangkan lagu interior nya klasik antik atmosfir nya cocok bersantai teman pasangan keluarga makanan nya enak pilihan kekurangan nya parkir sempit,positive,2,383
5377,langit berwarna biru,neutral,1,20
5378,mahasiswa zaman mengeluh berkarya,negative,0,69
5379,penjilat penjual agama berhentilah menghina umat islam teriakan jihad akbar musnah,negative,0,132
5380,lgbt kumpul kebo diperbolehkan mk hukum rakyat berlaku ketahuan lgbt kumpul kebo rajam perempatan jalan,negative,0,174
5381,copot yasonna laoly posisi menteri hukum hak asasi manusia kinerja buruk,negative,0,66
5382,ayam bakar penyet nya mantan menyesal makan ditemani live musik mantan malam mingguan istri,positive,2,132
5383,masuk bayar diantar mobil turis wilayah utama suasana nya makan pohon eucalyptus restoran rumah pohon main anak anak bayar cocok foto foto makanan nya pujasera makanan court,positive,2,321
5384,lokasi nya persis bersebelahan hotel aston tropicana jalan cihampelas menu favorit nasi goreng kambing kambing bakar pilihlah kambing bakar punggung tulung punggung nya kejutan sumsum tulang punggung gurih,positive,2,310
5385,selamat pagi indonesia salam partai demokrat bumi cendrawasih papua,neutral,1,72
5386,rakyat bergerak berdiam dipermainkan jokowi orang patut benci,negative,0,140
5387,makan nyaman minim parkir mobil ramen nya ramen enak makan,positive,2,144
5388,daging khas empuk disiram bumbu khas shake stroberi enak enak kumpul teman sahabat,positive,2,130
5389,bandung mampir membelikan keluarga didepok mampir harga lumayan mahal enak sih,positive,2,157
5390,nya teman batagor pas bandung penasaran beli paketan kerabat rumah nya garing ikan nya berasa harga b,positive,2,260
5391,paris van java mal berlokasi sukajadi bandung mudah dicapai pintu tol pasteur mal retail outlet terkenal restoran restoran pilihan makanan konsep mal bugis junction singapura,positive,2,262
5392,menu makanan acungi jempol enak harga relatif berani membayar strategis masjid istikamah puasa pelayanan cepat jam buka puasa parkir luas,positive,2,374
5393,partai demokrasi indonesia perjuangan partai komunis indonesia tenggelamkan rakyat indonesia partai penghianat bangsa,negative,0,77
5394,orang orang kafir menyerang mari menyambut wangi nya jalan jihad,negative,0,103
5395,pencinta kopi hitam kopi pahit hitam original kopi cocok lambung kopi enak kopi alpukat avocado kopi pisang kopi bercampur alpukat kopi memudar cocok lidah pencinta kopi campuran jenis makanan disajikan lumayan enak favorit kentang goreng nya harga terjangkau,positive,2,412
5396,gedung kartika sari dago nya makan penuh jam makan siang menu nya variatif nasi goreng masakan cina masakan eropa nya nyaman pelayanan cepat favorit nasi capcay,positive,2,254
5397,bekasi nya kesal banget lihat pakai kotak kotak baju biru aparat nya becus banget,negative,0,127
5398,suka banget ramen menemukan ramen enak banget murahan harga nya harga normal nya luas unik enak nongkrong mengobrol mengobrol bareng teman nya bersih pelayanan nya ramah menu makanan menyediakan ramen menu makanan jepang,positive,2,376
5399,richseesee factory jalan sukajadi nya stratgis parkir luas sayang suka cheese keluarga pesan makanan nya minum lembut drink,positive,2,191
5400,grilled salmon nya juara kafe luas taman menemani rekan membeli coffee ban nya enak,positive,2,142
5401,ozt steak kafe terletak rumah daerah taman kopo indah nya homy masuk serasa dikota countryside menu ala eropa banget steak nya berdasarkan gram 150 gram 1000 gram beramai2 memesan 500 gram dibagi 3 hemat enak saus nya mantap,positive,2,382
